sentiment	productId	userId	summary	text	helpfulY	helpfulN
1	B000MRTSB8	A1Z54EM24Y40LL	Same great taste!	Golly, writing this review is making me drool!  Years ago, you could only buy these in Ohio at Christmastime.  However, some wise soul figured it would make good marketing sense to make them available year round for us addicts and well, voila! No more buying tons of these boxes at Christmas and storing them in the freezer all year!  Golly these things are awesome!  I've been eating them for 40 years and still can't get enough of them. In my husband's family, they were always the first gift of Christmas, delivered from Santa.  These things are in so many family traditions, that they HAVE to be doing something right. The only difference I notice is that the cherries are smaller than they were 20 years ago.  Other than that, they haven't mucked with the taste, the cordial filling, or anything else!  Highly, highly recommend!	0	0
1	B003ZS2ID6	A120RS2138W2WT	Convient BM Mix	This size is great if you're going on vacation or a trip.  A little more expensive, but hard to find on the shelves.	0	0
1	B000PDY3P0	AHA4F2MXWRC42	Just like the movies	"For the longest time, I made microwave popcorn. Never again. When I first ventured into popping my own, I bought a <a href=""http://www.amazon.com/gp/product/B00004RC6R"">West Bend 82306 Stir Crazy 6-Quart Electric Popcorn Popper</a>. I then went to the store and bought some popcorn oil and some kernels. I was so disappointed when I had it.<br /><br />Then a friend recommended this popcorn to me, and I absolutely love it. I've bought two boxes so far from Amazon. It tastes as close to anything I've ever had to movie popcorn (minus the butter).<br /><br />A few suggestions if you use this with the Stir Crazy.<br /><br />- If you use a Stir Crazy, the 4 oz. packs will fill it up perfectly.<br />- Separate kernels on both sides of the rod in the middle, and distribute the oil in 2 portions on either side also.<br />- Enjoy!<br /><br />PROS:<br /><br />+ All ingredients in 1 pack.<br /><br />+ Tastes incredible.<br /><br />+ You can use as much or as little butter salt as you want.<br /><br />CONS:<br /><br />- Coconut oil is a bit sticky when you squeeze it out of the pack.<br /><br />Overall, highly recommended."	1	0
1	B006Q820X0	#oc-R3378ONZT42ML5	I just love it	Oh! I just loving it. I must have a cup of K-Cups in the morning. It makes me cheer-up in the morning. Oh yaa of course in the evening for next boost :D. This is awesome. I need K-Cups everyday.	2	2
1	B0081XIASW	A2T6RF0A6KEIDL	Entertaining Toy	Skyy likes this toy. It took her a while to figure out who to move the spinner toy, but once she got it, there was no stopping her. It's not as exciting for as her Smart Toys IQ Treat Ball, but she still gets excited when she sees me filling it. She runs to the rug where, I usually put it, and she has fun pushing it to get her treasures out. A great entertaining, and stimulating, toy for any dog! Highly recommend!	0	0
-1	B000CMFMFE	A1SVILVED8LL2C	Decent	"Soy nuts are never going to be anyone's idea of comfort food.  No one's ever going to come home at the end of a hard day and say, ""Man, I could go for a beer and some soy nuts!""  If you're eating these, it's probably because you're trying to find something to take the place of a much-less-healthy snack that you'd otherwise be eating.<br /><br />All that being said, these aren't half bad.  They are, as another reviewer noted, somewhat chalky.  You will want to have something to drink with these -- preferably water.  The flavor of these is pretty good, though.  Barbecue is the best of the various flavors these come in.  One problem with the soy nuts is that the manufacturer hasn't seemed to figure out how to get the flavoring powder to stick well to the soy nuts.  Because of this, a lot of the powder falls off, and the flavor has to be reasonably strong for you to taste it.  Barbecue makes it pretty well, whereas some of the other available flavors don't.<br /><br />Once again, these aren't bad.  I don't know if I'll buy them again, though.  I MUCH prefer Genisoy's soy crisps, which are genuinely awesome, and almost as healthy."	4	0
1	B004T80BYE	A37F17YN4HSBRU	Just what I had been looking for.	I've been trying to shift my diet to paleo slowly.  I made coconut/almond bread and  using this spread along with either raw honey or almond butter was really a treat.  Also good in smoothies!!	0	0
-1	B004SRH2B6	A1G9EZSK3QC0UI	from concentrate! tastes horrible! yuck!	"I recently purchased one of these from my local supermarket. I thought the flavor of the box version of zico was ok so I figured they just redesigned their package...Boy was I wrong!<br />I took a sip and as fast as the liquid entered my mouth, it also left the other way! Yuck! It tastes like really sugary old coconuts. I then looked at the ingredients and see ""premium coconut water from concentrate, natural flavors.""<br />I just don't get it: Why would they go from using fresh coconut water in their box version to concentrated coconut water in this not very environmental friendly plastic bottle--and charge more for it!? Am I missing something?<br />The taste is horrible and I really wish they would go back to their original formulation. There are enough pure coconut water products like vita coco, one, on the market, so why settle for something from concentrate, pay more for it, and hurt the planet with more plastic?"	31	10
1	B008FHUFAU	A2YD7ET66M4YB2	Coffee People K-cup is bold	The Coffee People K-Cup is a very bold coffee and a great pick me up for the early morning caffine jolt!	1	0
-1	B000PDY3P0	AU9NEN7VK9SK3	good taste, solidified oil	I was concerned when I received it because of the oil being solidified.  I looked for a date on it to see if it was old product, but did not find any dates.  I tried one package to see how it tasted.  It tasted normal.  It was a little more difficult to get out of the package since I had to do just the oil first to let it melt before putting the popcorn and seasoning parts of the package in.  It would be nice if the packages were dated so that I know how long I have to use them for best results, and I'm really not sure of how old they are to begin with.<br /><br />So bottom line, I was happy with the taste, but convenience is somewhat diminished because the oil is solid.<br /><br />Added 11/28/11 - I do prefer to use less of the seasoned salt.  It's pretty salty for me, so I just don't use it all and it tastes fine still.	0	5
1	B006H34CUS	A20X28Q5P7PUCP	Yummy! :)	I got to try these for free from inluenster.com, and liked them! I tried the banana nut, and it was very moist and made for a great on-the-go breakfast!	0	0
1	B001HWWKW6	AJQ9PW5QFPX02	MMMMMmmmmm Good	Not a connoisseur.....Just know what I like....I drink this tea just like I drink my coffee...straight up. Brew and go....Very Good !!	1	1
1	B001J9QBU4	A2WVKTQBZVYESB	Great coffee at a great price!	I love the variety of K-cups at Amazon. Green Mountain is awesome and the prices are fabulous. I use them at work daily.	1	0
1	B00176MMZM	A31D7MPI6G4E9I	Love the taste!	There's a cafe in Midtown NY I go to that uses this brand of Chai mix. Really happy that I was able to go this as it'll save me money in the long run!<br /><br />In terms of taste, I really like the fact that this kind of Chai has more flavor - due to it being 'spiced'. As well, I recommend using whole milk with it as it'll give the chai more of a body. Water works just as well, but the taste underneath is slightly different. If you're one to not care much about that then just use what you like. (As an aside, I like the taste of this more than the Starbucks Chai latte if you need a comparison.)	0	0
1	B0031VBIDI	ABUG61BFDIJK	Granddaughters favorite food!	My little grandaughter wants to eat this with every meal. She considers it a real treat.  Makes it that much better that its good for her. She has been able to feed it to herself since she was 8 months old.  Love the pouches.	0	0
1	B001EO7HE8	A268LOQQCRTGUH	Excellent sauce, milder than the green lid	I was excited to see a new line of Sriracha sauce in my grocery store so I scooped this up the first day I saw it.<br /><br />This sauce is packed with flavor, it is tangy and showcases the flavors of the chili and garlic right out front. It is not as hot as the Huy Fong Sriracha sauce in the green lid and also has a tangier flavor.	7	2
1	B000JL90TC	A2RU5RYDXBA9CC	My Mac Loves it!	These products are wonderful and the price is great too! I paid $5.99 and free shipping! My dog loves all these flavors.  He runs to the fridge when anyone opens it to see if they will give him some.  My dog also takes meds for his joints and this is pretty good to hide the pill in so he will eat it!  Hope this helps anyone who was undecided!	1	0
1	B001KTA03C	A23K2W3WLBIA0K	Bold K At Last	So many K-Cups just do not deliver true bold flavors, these Green Mountain Double Black Diamond cups are an exception.  No issues with grounds, delivery, or anything.  Will be ordering more.	0	0
-1	B008JKTTUA	A3QEJW1XWMHR98	Damp & chewy	"I purchase Kind bars from my retailer every day and was trying to save a few dollars. These bars arrived in a damaged carton that appeared to have experienced excessive moisture. The bars had a weird ""melted"" texture and were not up to standard. I would absolutely not reorder them from this source."	3	0
-1	B0007SNZ5M	A2TRFS5MNUQR79	Never heard a word.	Vendor never shipped the product and did not contact me to tell me.  I finally tried several times to contact the vendor, and was advised item was out of stock.  This after it was too late for making Christmas candy for gift giving.	1	3
1	B000F4F95W	A2GS97IXWFRRM3	Love this Tea	I love Twinings Orange Pekoe Tea.  Unfortuantely the grocery stores only carry it sporadically.  I love that I can get it through Amazon.  Good price.  Good service.  Speedy delivery.	1	0
-1	B000WFUL3E	AMW636ZQYB7MC	Not for my kittens	My 6 month old kittens won't touch Wellness Kitten canned food.  I'm sure it's good for them but I can't get them to eat it.  I've tried on 2 separate occasions without any success.  One of my kittens is very finicky but the other one eats almost anything so I've given up on this brand.	0	0
1	B005LMTXFK	A3A3ZX1OXVUTZA	Absolutely Amazing!	I don't even like cashews, but combined with the rest of the ingredients this is a heavenly combination. Amazon's continuity offer sounds pretty sweet too @ $19/month for 3 boxes. Excellent, unique candy!	0	0
1	B000WB1YSE	A2HQ8RTAJYEUJO	The Real Deal	I've tried many different green teas in the States & abroad.  When I lived in Philadelphia, I had many Japanese friends there who made terrific green tea--but until now I couldn't find one to rival theirs.  This one does.  It's tasty & flavorful, certainly not bitter--even if you steep it overlong.  The bags are interesting too.  My only problem is that the string is attached to the middle of each bag vs. the end--which can be annoying--easier for it to slip into the cup while brewing (esp. if you're using a microwave to heat it) & also if you use a squeezing device to get the brewed tea out of the bag itself before disposing of it.  Still, this minor inconvenience hardly affects the value of this tasteful product.  I'm about to purchase some more.	8	0
-1	B0007WEP70	AXO4PQU0XG3TG	no longer tasty	I hadn't had a whatchamacallit in a few years but there was a time when it was tasty. The manufacturer has changed the recipe and there is no longer any taste of peanut butter, the caramel flavor is gone too and of course, Americans haven't had access to real chocolate flavor in years.	1	0
1	B000UBD88A	A1PLRISXTRYIYC	Great stuff	I have tried quite a few different Senseo coffee pods So far, Kona is my fsavorite. Goes down easy, smooth and on the mild side. There are stronger blends. I prefer Kona over the others. I use the single cup and one pod.	1	0
-1	B000HJ7AIY	A3E8JEJKWZ4A8X	Does not work	this product did nothing to trap moths. I followed directions and put four traps in a small room and days later no moths were caught.	0	1
1	B001FCFYU8	A276CFPBYBLQNT	Excellent flavor...the best I have tried	"Since I drink between eight and ten cups of green tea a day, I am very fussy about the taste.  It must be pure green tea, I don't care for added flavors.  I LOVE this tea. Recently, I ordered green tea in a restaurant and was served Bigelow, which is a good brand.  I put the Bigelow tea bag in the cup of hot water and then took a Stash green tea bag out of my purse and put it into the glass decanter of hot water.  This was a good comparison...the Bigelow tea was brownish in color, the Stash tea a beautiful, clear GREEN.  My husband commented, ""that is why it is called green tea!"""	7	1
-1	B000084E6V	A1LE76IRVZNY7C	Updated: Durable So Far--Not Really	I ordered this for my 15-lb Jack Russell. We got the stegosaurus toy and so far, it's held up. She's a ferocious chewer--we can't buy her anything but Nylabone-type toys or they immediately get torn to bits. The only problem I foresee is that the stegosaurus has four legs sticking off of the body, and I know those are going to get worn down very quickly as she can fit that whole part in her mouth at once, meaning she can't play with this unless we're there to see her least she chew off a leg and choke on it. It would've been nice to be able to have seen this variety and choose which one we wanted prior to ordering. I was thinking we would get the T-Rex pictured, which only has two feet that seem to be attached to the tail. The good news is, steggie doesn't have a small projectile head or tail, but rather it curves to give the impression of head and tail, so no worries about small pieces coming off there. The toy itself I would probably give 3.5 or 4 stars, but I am only giving it an overall 3 because the ordering process is inflexible.<br /><br />UPDATE: I have lowered my rating to 2 stars. She has had this less than 5 months and I had to take it away from her after she managed to chew away the legs, tail, head, and half the body. I don't mind if she ingests tiny shreds of a Nylabone on occasion, but I can't imagine eating 4 ounces of plastic is doing anyone's digestive tract any favors.	0	0
1	B000BGXAFA	A2IUWIS8F8ZSZN	I Like This One Too.	I bought both the red and white miso soups by Kikkoman.  I like them both equally well.  My only complaints about them are the MSG and large amount of sodium.  I have to make sure the people in my family with MSG issues don't eat it.  Lucky for me, I'm not one of them.	1	0
1	B000FFIL92	AXIDF0ORLYR7P	flowering tea	I purchased this item as a gift for a tea lover who had never tried these flowers before.  She loved the variety of different flavors and said they were all very flavorful...only finding one she did not care for. The flowers opened beautifully too in the glass teapot included in the set.  The package arrived intact with no damage.	0	0
1	B004R8W5MW	A2N0MZW87UCG1Y	Great!	Great wheat free alternative to regular flour. I use Orgran plain and self raising flour in my bakery for cakes and muffins and my regulars cant get enough of them! I would definitely recommend this to other bakers and home cooks.	0	0
1	B002H99Q52	A1GM2T1LLAX8TF	sushi sauce	i was looking for the sauce you get at the restaraunt - and this is it- dont think ill need so much - but i will happily try to use it all	2	0
1	B000LBN8YS	A14HQ5J8BOOBI	My Dogs Love It!	"With one dog who'll eat anything and another who's quite finicky it was good to find something they both liked.  Not a ""stand alone"" food, it's meant to be mixed with kibble for a complete diet.  My fussy boy loves it...and he doesn't love much!"	1	0
-1	B001E5DZZC	A1MM7CIGUO1W96	Average coffee.	I like Jeremiah's coffees overall, but this one is not great at all.  They do not have my favorite Ethiopian anymore.	0	0
1	B000LKTBDQ	A1OU0WKOOVR07F	Couldn't tell it wasn't regular pasta!	I bought this product on a whim and decided to try it, since I like quinoa. I was pleasantly surprised with it...I couldn't tell it wasn't regular semolina wheat pasta! Tasted, looked, and felt like the real thing (and I'm very picky with taste...I hate whole-wheat pasta because it's different than regular pasta). Perfect for someone who needs a gluten-free diet but loves regular pasta. It's also less fat and more fiber than traditional pasta.	0	0
1	B0005ZV1GC	A1NAP6LOZAQOF9	Carolina Rice is the best.	We retired from NY to Fl. What do we miss the most? Carolina Rice! :-) Can't find it in our local stores. Glad we were able to purchase it on Amazon. Made my day.	0	0
1	B004E4CCSQ	A22PUBSSNP54L	Lots of flavor!	I am actually surprised how good this is.  Not sure it actually tastes like tea (it's called peach tea) in any way, but it is really peachy.  I am trying to stay on a low carb diet and this is refreshing as well as tasty.  My husband tried it too and also said that it has lots of flavor.  I will definitely buy this in the future.	0	0
1	B006DQZ064	AH0MZ3OBUG100	Not bad at all!	"Pleasantly surprised! The coffee is pretty good, and you can't beat the price! I live in Hawaii, and shipping from nespresso is $12! That's crazy! Even when they have free shipping offers, it doesn't apply to Hawaii, so I'm glad to have another option in the Ethical Coffee Company. Also love that these capsules are ""green""! Thank you!!"	0	0
1	B000PDY3HI	A1HMYTI1US8J3O	Pop Easy!	So easy to make popcorn with these everything-in-on portion packs.  All you do is load your popcorn machine with the premeasured amount of popcorn & flavored oil and you are good to go.  Couldn't be any easier & tastes great too!	0	0
1	B0018QIQFG	A2NV1G6R8PSFQ4	Nutty and delicious	I tasted these at a produce trade show - and they were so delicious! I happen to love durian but these have none of the infamous smell. they are nutty, salty, and delicious, tasting more like the boiled durian seed. My only complaint was that the chips were perhaps crushed in transit and very very tiny.	1	0
1	B0017IAMU2	A2XQ3ZDO21Y0LP	Apple Chips Rock!	I like this product a lot.  Good healthy snack when you don't have fresh fruit handy.  Great flavor and satisfying crunchy texture.  My Dad loves them too.	0	0
1	B001DWF018	A14PRKDGZDT8JS	delicious	This makes a delicious cake. I almost never do any cooking because my husband loves to cook. For his birthday party I used this and people loved it. My husband (ex chef) doesn't like cake mix - he was appreciative that I made it but neither he nor I thought he would like it. He was very surprised and impressed by how good this is. You certainly can't tell it's a mix - and how would you looking at the ingredients? It's just the same stuff you would use to make from scratch.	0	0
1	B003ZI7CYQ	ALM1IZ1PNBCF5	Best dark chocolate anywhere.	"We had been buying this same dark chocolate under the label ""H&auml;geland"" for a few years now.  Under that name, it was limited to a well-known big box store.  They stopped carrying the product recently, which I don't understand because this chocolate is sooo good.  When my mother-in-law called the number on the H&auml;geland label to ask where we might buy it, she was told to check Amazon under this name.<br /><br />I am far from a chocolate connoisseur, so I can't use fancy words to describe color, aroma, texture, or flavor.  I just know tasty and not tasty.  This one is quite tasty.  The thing that set this chocolate apart for us was the lack of soy lecithin which is used as an emulsifier in most other chocolate bars.  To me, the soy lecithin gives other chocolates a bit of a waxy consistency.  (Don't get me wrong, if it's chocolate, I'll eat it happily. However, this one is our favorite.)  If you're looking for simple, reliably delicious, dark-but-not-too-bitter chocolate bar, please give this one a try.  I'd love to see them do well on Amazon."	4	0
-1	B000EQT574	A3HZZYLFH0R397	Chips Rancid Despite December 2010 exp date	I opened a bag of these chips. I thought I detected a strange odor but put one into my mouth anyway.<br /><br />The chips were definitely rancid. I tried several other bags and discovered the same rancid taste.<br /><br />I threw them all away. Caveat emptor.	5	0
1	B000KENKYE	A2Q7PNQHWW6E2M	Really delicious	This cinnamon and raisin bread mix was a delicious gluten free find.  I had to start baking again after 20 years of bakery-bought bread when I discovered I have an allergy to gluten. The mix is very easy to use and more than meets my raisin bread cravings. All of Bobs Red Mill gluten free products have worked out well for me and always taste really good.  I just have to learn how to bake well all over again!	0	0
1	B007TJGY5K	A6YLLLTOBRDR2	I love this coffee	Great tasting decaf coffee. I drink up to five cups a day at work and find this to be perfect. I make a very large cup out of it by running it more than once through the machine, producing about 16oz of strong coffee. Tastes great with splenda.	0	0
1	B001AHJ2D8	A1B2DE481ONI4K	Consumer	"I couldn't seem to find ""the works"" in the store. I ordered them on line and I received a case of chips in a reasonable time frame."	0	1
-1	B004HLCKMY	A35QXDISIBA4KR	How could you give this stuff a 2	This stuff doesn't deserve even a 1. Just tried the Milk Chocolate Hot Cocoa - absolutely terrible taste. One drink was all I could stomach.	0	0
-1	B00283A9H6	A29DNZCMDW1UFW	MADE BY KRAFT	These are owned by kraft. What really gets me is they don't put their name on the box because they want people into natural or organic food to buy their product. If you have been following prop 37 in cal you will know that kraft is fighting your right to know if gmos are in your food.<br /><br />I was tricked by the lack of the name kraft on the box and bought a box last night.<br /><br />It's time we take a stand to these big corporations who are poisoning us and stop buying their products!!!	1	0
1	B001P3PR54	A2XL7BXZSD3BRG	Doggies Best Teeth Cleaner	These are the best dog chews on the market. They clean you pups teeth and the pups just love them. A perfect treat from a very good brand.	0	0
1	B005KU9C5Y	A61LU7IGT56JX	Crazy addicting	These taste like a hot dog with mustard.  They were perfect for our BBQ.  We couldn't refill them fast enough!	0	0
1	B0007A0AQW	A1YZV0XROZHCC4	Dogs loved them!	Got these as a training treat for on the go with the dogs. Dogs loved them, good size for training!	0	0
1	B002TP7QQU	A32DCJHKUG1KAL	Really good, but not enough bunches	This is probably one of my favorites of all the honey bunches of oats cereals. Unfortunately, there aren't very many bunches, which are the things that make this taste really good. Nonetheless, it's still a great cereal and I will continue to buy it once in a while.	0	0
1	B00374W630	A25UZ7MA72SMKM	Enjoyable	When it comes to refried beans, I don't know if there is a lot of difference. These certainly taste similar to the ones we get at our favorite Mexican restaurant. They have a good consistency, and are enjoyable hot or cold.<br /><br />The interesting thing about the fat free version is that a serving is exactly the same calories as the regular version. There is just a little fat in the regular version. I can't really discern a difference in taste between the two, and the small amount of fat in the regular version hardly seems of consequence.<br /><br />Either way, a serving is less than 100 calories and has an acceptable amount of protein.	2	0
1	B0061UPYB8	A1SXV6Q0K4QQ0G	Best Green Tea ever	Now that this Zen tea is in K cup, I drink more green tea.  I knew the benefits of green tea but, boiling the water and seeping the tea bag took time. Love the taste of the Zen tea.	0	0
1	B007OXJJQ2	A35ATHB0RO6UX	Yummy!	The Wild Mountain Blueberry coffee is delicious!  The coffee isn't bitter and has just the right amount of blueberry flavor without being overwhelming.  Gets my vote!  Try it!	1	0
1	B007RTR9FQ	A1N655X9X7C6QY	I loved it.......	Okay !!!<br /><br />I LOVED it !<br /><br />I have long hair that's a little bit on the dry side...but this shampoo would be great for any length hair....and I believe personally most any type of hair .<br /><br />Used this---and I LOVED it.<br /><br />Very light ---yet delightful scent.<br /><br />Goes on luscious and creamy and stays that way on your hair moisturizing and creamy and dreamy.<br /><br />When I rinsed it out--my hair was soft and smelled nice--not over powering --but NICE--clean smell !!<br /><br />This is the most lovely shampoo available over the counter that I have found in a really long time...and I have tried many over the years....if you desire to moisturize your hair and keep it feeling good ----without a big scent --than this would be for you !	0	1
1	B000X9TRH0	A3BAV6UOR901HK	Gift Basket	It was a good product. My grandmother really enjoyed receiving it and loved the variety. I feel like I really got my moneys worth out of this gift. I would highly recommend it to anyone who likes chocolate, variety and surprises. Very nicely done. Thank you for helping me make my grandmother happy.	16	0
1	B003CH8YQU	ARKF4FDJNDO98	Son loved it!	I sent this package to my son as a treat. He's away at school and loved getting this care package.	7	1
1	B0089SPDUW	AJDUX0U4JGMY7	Great coffee	I have been drinking Tully's Kona for the past 2 years, but with the price increase of kona, I needed to find something less expensive. After trying numerous kcups, this Mahogany is just as good as the Kona, with a full coffee flavor, and a hint of caramel. I am happily converted.	0	0
1	B005HGAV8I	A2WLGGSWXA86GW	27hockeymom67	I love the variety in this pack, especially that there is 2 of each flavor. My kids were drooling over some of the flavors, I had to fight them off.	0	0
1	B000KC0XJQ	A3BT6O6DD5BFBS	Shake well	Shake well and drink 1-2 oz. Otherwise, it will not taste good and only the last few drinks of a bottle will be effective.	1	1
1	B0054I4LTO	A2EXGRAA6QW96Z	Sweet Content	"Sarah Delany said, ""Life is short, and it is up to you to make it sweet.""<br /><br />You can make it sweet without the calories by using ""Splenda Essentials No Calorie Sweetener"" 0 Calories, 0 Fat, 0 mg Sodium, 2g Total Carbs and 0g Protein. This product also packs 1 gram of fiber into each packet.<br /><br />The nice thing about Splenda is that you can use it in recipes that require high heat -- sucralose is heat stable up to 450°F (232 °C).<br /><br />I did this, using Splenda to replace one third of the sugar in a lemon bar recipe. This recipe -- Shortbread Lemon Bars (just google it -- it's near the top of the search results) -- called for nearly three cups of sugar counting the crust, filling and topping; too much for someone who is watching her sugar and carbohydrate intake. The lemon bars baked up beautifully and tasted scrumptious.<br /><br />My husband, who hates the taste of artificial sweeteners, liked these lemon bars and said he could barely perceive any artificial taste.<br /><br />I used this Splenda Sweetener in homemade lemonade by the glass, adding one packet to 2.5 cups of water and the juice of a small lemon. This was super. I also used a packet in a cup of hot tea with splendid results.<br /><br />The box states that it has 80 packets within. My box had 82 packets. I used 80 in the lemon bars, 1 in the lemonade and 1 in the tea. If you prefer a less labor-intensive afternoon than I had, standing at the counter opening 80 packets, Splenda is also available in a 1.2-pound bag."	0	0
-1	B003VXHGE6	A2V7T3C2T2RVPH	Just OK	"I prefer the ""extra bold"" coffees, so this one really lacking on the flavor.  It's fairly weak, at the smallest cup setting its drinkable, but I won't be buying it again.  I'd recommend the Timothy's World Coffee, Rainforest Decaf Espresso instead."	0	0
-1	B005CUU23S	AIX91OJ0O3BV2	A so-so reaction from our dog	I guess the idea here is that you can reward your dog with quick and tasty lick of a thin liquid on a roller ball. Seems like a decent idea, especially if you're trying to train your dog.<br /><br />The problem, in our case anyway, is that our dog is sort of lukewarm on this treat. He'll lick it sometimes, but other times, he just isn't interested. I asked him why, but he declined to comment.	0	0
-1	B000QV0GOI	A1X07I3W8JS7DS	Diabetics Review of Extend Bar	I am type 2 diabetic. I use extend bars. Please do not use as a medicine. They work OK when I exercise. Taste could be better.	2	1
1	B001J9ST90	A25A1GUEDPNR0T	Long lasting treat	My dogs liked this treat ok.  It was something for them to chew on besides my furniture.  They did last a couple of weeks in a house with 3 small dogs.  My only complaint is they leave a milky residue behind. It was very hard getting it out of their beds.	12	1
1	B000LR4F7Q	A1NFKZ2GQSUSY4	Best Buy!	"I love caviar, but can only have it once in a great while because of the expense.  My brother gave me a jar of this Season's brand capelin caviar from the cold waters of Iceland... and it was fantastic.  Some of the best caviar I've ever had and I've had some pretty expensive caviar.  When I discovered the price!  Well, I won't have to do without caviar any more.  The eggs are very small, firm, black, and just the right amount of saltiness.  Delicious.  I highly recommend this brand for anyone who loves caviar and enjoys that clean snap of fresh roe.  <a href=""http://www.amazon.com/gp/product/B000HDJZEM"">Season Black Capelin Caviar from Iceland, 3.5-Ounce Glass Jars (Pack of 4)</a>"	1	2
1	B000LKUAEK	A3O74E7NFN87XB	My dear Darjeeling tea! The finest!	I love the mild taste of this excellent organic Darjeeling tea. You can really taste the quality. It is never bitter. I drink it for breakfast ans after lunch, with soya milk and sometimes organic honey. I always buy it from Amazon as we live in a very small town where it is difficult to find gourmet groceries.	1	0
1	B00443W2W8	A3E07GM1T96VAW	cotton candy sugar	This sugar was purchased as a gift and the reviews from my family I gave the gift to were great.	0	2
1	B005EF0HTK	A3UKWQS8SRW6IO	Good variety	This gift basket had a good variety of sweets (truffles, cookies, nuts and fruit mixture, napolitans, chocolate covered raisins, caramels) as well as some savory (cheese spread, crackers, peanuts, almonds), plus a few things that got eaten before I had a chance to note them for this review.  Other than the Sunmaid chocolate covered raisins I was not familiar with the brand names. For example, the most of the sweets were made by Kenzi, of whom I had never heard. Their quality was O.K., but not outstanding (but then again I am very picky  - my son thought it was just fine, but he was probably full from eating the pilfered items). The quantities of each product were the small sizes common to gift baskets. All in all, this is not a basket that will wow a chocolate connoisseur and, again typical of gift baskets, is not a great deal, but it would definately make an appreciated hostess or other gift.	4	1
1	B003WQPGYE	ACNK603VEUIBK	Delish!	I love these lentil chips because they are totally vegetarian, have a high protein content, and a subtle, addicting flavor. The texture is light and crispy, and they are perfect for dipping! (especially in hummus!)	1	0
1	B001EO5ZGU	A33JE9EEYUM3R8	A GREAT NATURAL PRODUCT	Sugar In The Raw has been around for over twenty years and is still a great product.  Refining sugar has never made sense to me, as food is best when minimally processed.  Unlike brown sugar, which is made of white sugar and molasses recombined, raw sugars are not separated and recombined.  Sugar In The Raw, unlike brown sugar is not sticky and easy to measure.  Less processing of foods preserves more of a foods vitamins and minerals in their original form.  Sugar In The Raw makes fine tapioca and pumpkin pudding and requires no additional time.  tapioca made with raw sugar is slightly darker looking and richer tasting.  Makes good hot chocolate when mixed with powered baker's chocolate and milk.	2	1
1	B002WDCFFG	A1M5Y3TC92C925	"My ""Go To"" coffee"	I like many of the crema style T-discs also, but this is my every morning coffee.  For lack of a better description, good honest coffee flavor.  And usually one of the better T-disc values.  My first Saturday morning cup is one of these (stopped a little early) with a crema on top.	0	0
1	B001B4X7L8	A1E5P4QFZNWSU1	Guaranteed yum!	I've purchased both the Pro-Treat freeze-dried beef liver and chicken liver treats and my dog *LOVES* them. She's never gotten tired of or finicky about these, nor did my previous dog. This product is a winner.	4	0
1	B000EVG8J2	A140VEM0NRBU9	As good as regular!	These wafers are delicious.  My daughter has celiac so I buy them for her, but I love them too!	0	0
-1	B0015XWN7E	A1Z03Z1YCUW2DQ	Okay coffee	This coffee isn't bad but it's nowhere near as good as the Gavalia Morning Roast.  It has a decent flavor and is fine if you don't like a strong coffee.  If I couldn't get the Gavalia Morning Roast, I would buy this coffee again but it would not be my first choice.	0	0
-1	B002Q7RMWE	A31LEVBRCI0BQX	good for a peony	its alright, I have had premium white and I will not say this is as good.. its a nice tea but its not as floral as the other whites out there, but its a good affordable white tea and if you love white tea but cannot afford the more expensive blend then this is for you. Also note if your not familiar with white tea it tastes totally different than green tea so if thats what your thinking this is.. your going to be dissapointed. Decent tea tho.	0	0
1	B001II469O	A3IV0JZSK8BX3H	train lollipops	These were a huge hit at the train birthday party that was held for my 3 year old grandson. I would suggest them to anyone that is looking for something extra in a kids party.	0	0
-1	B002970PMU	A1T22GYZN64X3N	NOT 30 bags	I opened it up and remember looking at the side naming how many of each kind were in , then i realized there we NO FRITOS AT ALL and ABOUT 26 bags of chips !? I dont get it ? But oh well , just letting some of you know .	9	1
1	B002C0IF0S	A3UZFG651DOX2D	Adventurist coffee frdinker	The sampler is great for those who want to experience different coffee flavors without purchasing large quantities.  This package has enough choices to provide coffee drinkers the ability to choose favorites.	1	2
-1	B000X1Q1G8	A36WSDKG3J0VJT	It aint peanut butter, but it aint calories/carbs either!	This is not the most delicious thing I've ever tasted in my life, but I can definitely appreciate it for what it is...zero calories, zero carbs, sugar free, fat free. I prefer to mix it into shakes for a nut flavor instead of making a PB&J sandwhich out of it. But even w/ a sandwhich, it's not that bad, because w/ the real thing I eat too much. This product gives a little of the taste w/out any of the calories, sugar or fat. It's a good product.	3	0
1	B00115X9Q0	AQGU8QLA7ASD2	Best food of all time!	Coconut oil is the only non-stimulant food I know that does speed up your metabolism miraculously! And Nutiva's coconut oil is among the most refined high quality ones.	4	0
1	B000VK08OC	A1K9YCVVN98Y25	Yum!	This honey tastes great! I just wish things like this were more affordable. I don't take it for any health issues; I just love the unique taste and how I don't feel like I'm on a sugar high or crash after eating it.	2	0
